YEAR,MO,DY,HR,T2M,RH2M
2024,1,7,12,26.26,86.8
2024,1,7,13,26.32,86.88
2024,1,7,14,26.2,87.83
2024,1,7,15,25.85,90.16
2024,1,7,16,25.43,92.98
2024,1,7,17,25.04,95.85
2024,1,7,18,24.63,97.31
2024,1,7,19,24.46,97.6
2024,1,7,20,24.43,97.03
2024,1,7,21,24.58,95.27
2024,1,7,22,24.47,94.6
2024,1,7,23,24.18,95.01
2024,1,8,0,23.86,95.7
2024,1,8,1,23.62,96.23
2024,1,8,2,23.54,96.06
2024,1,8,3,23.48,95.95
2024,1,8,4,23.41,95.81
2024,1,8,5,23.38,95.5
2024,1,8,6,24.26,94.17
2024,1,8,7,25.44,87.69
2024,1,8,8,26.62,80.41
2024,1,8,9,27.58,75.65
2024,1,8,10,28.31,72.26
2024,1,8,11,28.74,70.14
2024,1,8,12,28.86,69.38
2024,1,8,13,28.72,69.67
2024,1,8,14,28.41,71.07
2024,1,8,15,27.68,75.18
2024,1,8,16,26.82,80.91
2024,1,8,17,25.92,86.82
2024,1,8,18,25.23,92.21
2024,1,8,19,24.97,92.9
2024,1,8,20,24.79,92.67
2024,1,8,21,24.52,93.67
2024,1,8,22,24.28,94.33
2024,1,8,23,24.08,94.41
2024,1,9,0,23.89,94.57
2024,1,9,1,23.76,94.58
2024,1,9,2,23.67,94.92
2024,1,9,3,23.56,95.42
2024,1,9,4,23.44,95.95
2024,1,9,5,23.32,96.2
2024,1,9,6,24.17,94.18
2024,1,9,7,25.1,89.08
2024,1,9,8,26.13,84.12
2024,1,9,9,27.1,79.59
2024,1,9,10,28.01,76.03
2024,1,9,11,28.8,73.26
2024,1,9,12,29.11,72.6
2024,1,9,13,28.94,73.71
2024,1,9,14,28.4,76.34
2024,1,9,15,27.61,80.32
2024,1,9,16,26.84,84.9
2024,1,9,17,26.07,90.32
2024,1,9,18,25.29,94
2024,1,9,19,24.98,94.97
2024,1,9,20,24.76,95.91
2024,1,9,21,24.65,96.2
2024,1,9,22,24.66,95.92
2024,1,9,23,24.46,96.58
2024,1,10,0,24.22,97.22
2024,1,10,1,24.03,97.48
2024,1,10,2,23.95,97.27
2024,1,10,3,23.94,96.99
2024,1,10,4,23.79,96.76
2024,1,10,5,23.64,96.62
2024,1,10,6,24.28,95.27
2024,1,10,7,25.14,90.37
2024,1,10,8,26.07,83.1
2024,1,10,9,27.41,75.8
2024,1,10,10,28.79,70.61
2024,1,10,11,29.54,68.58
2024,1,10,12,29.73,68.27
2024,1,10,13,29.58,68.86
2024,1,10,14,29.35,70.07
2024,1,10,15,28.41,74.97
2024,1,10,16,27.36,81.73
2024,1,10,17,26.41,88.06
2024,1,10,18,25.66,93.34
2024,1,10,19,25.5,93.31
2024,1,10,20,25.31,93.66
2024,1,10,21,25.14,93.87
2024,1,10,22,24.98,93.74
2024,1,10,23,24.86,93.39
2024,1,11,0,24.68,93.54
2024,1,11,1,24.5,94.03
2024,1,11,2,24.25,95.21
2024,1,11,3,24.13,95.31
2024,1,11,4,24.02,95.36
2024,1,11,5,23.97,95.34
2024,1,11,6,24.54,94.78
2024,1,11,7,25.33,91.61
2024,1,11,8,26.19,86.78
2024,1,11,9,26.91,83.13
2024,1,11,10,27.58,79.81
2024,1,11,11,27.96,77.79
2024,1,11,12,27.94,78.12
2024,1,11,13,27.75,79.22
2024,1,11,14,27.25,81.95
2024,1,11,15,26.67,85.38
2024,1,11,16,26.01,89.42
2024,1,11,17,25.34,93.93
2024,1,11,18,24.88,96.45
2024,1,11,19,24.73,96.93
2024,1,11,20,24.64,97.09
2024,1,11,21,24.55,97.07
2024,1,11,22,24.43,96.83
2024,1,11,23,24.3,96.95
2024,1,12,0,24.05,97.36
2024,1,12,1,23.86,97.65
2024,1,12,2,23.71,97.7
2024,1,12,3,23.55,97.84
2024,1,12,4,23.43,97.76
2024,1,12,5,23.53,97.14
2024,1,12,6,23.87,96.02
2024,1,12,7,24.34,94.37
2024,1,12,8,24.88,92.18
2024,1,12,9,25.61,88.07
2024,1,12,10,26.23,84.11
2024,1,12,11,26.7,80.52
2024,1,12,12,26.9,78.49
2024,1,12,13,26.82,78.24
2024,1,12,14,26.56,79.4
2024,1,12,15,26.16,81.95
2024,1,12,16,25.65,85.37
2024,1,12,17,24.91,90.81
2024,1,12,18,24.26,93.53
2024,1,12,19,24.04,94.17
2024,1,12,20,23.87,94.64
2024,1,12,21,23.7,95.13
2024,1,12,22,23.56,95.55
2024,1,12,23,23.43,95.99
2024,1,13,0,23.32,96.31
2024,1,13,1,23.26,96.39
2024,1,13,2,23.16,96.59
2024,1,13,3,23.04,96.76
2024,1,13,4,22.9,97.08
2024,1,13,5,22.81,97.17
2024,1,13,6,23.71,93.8
2024,1,13,7,24.93,87.82
2024,1,13,8,26.5,80.03
2024,1,13,9,27.99,72.99
2024,1,13,10,29.16,68.08
2024,1,13,11,29.94,65.38
2024,1,13,12,30.27,64.18
2024,1,13,13,30.22,64.03
2024,1,13,14,29.83,64.93
2024,1,13,15,29.27,67.13
2024,1,13,16,28.42,72.22
2024,1,13,17,27.36,77.6
2024,1,13,18,25.94,89.31
2024,1,13,19,25.36,89.97
2024,1,13,20,24.83,90.59
2024,1,13,21,24.26,92.9
2024,1,13,22,23.75,94.5
2024,1,13,23,23.31,95.73
2024,1,14,0,23.01,96.49
2024,1,14,1,22.81,96.84
2024,1,14,2,22.57,97.22
2024,1,14,3,22.31,97.63
2024,1,14,4,22.01,98.13
2024,1,14,5,21.83,98.21
2024,1,14,6,23.05,94.34
2024,1,14,7,24.43,88.18
2024,1,14,8,26.24,78.44
2024,1,14,9,28.18,67.96
2024,1,14,10,29.52,62.21
2024,1,14,11,30.37,59.31
2024,1,14,12,30.79,58.13
2024,1,14,13,30.74,58.32
2024,1,14,14,30.41,59.72
2024,1,14,15,29.64,63.33
2024,1,14,16,28.67,69.64
2024,1,14,17,27.27,76.48
2024,1,14,18,25.79,87.81
2024,1,14,19,25.29,89.56
2024,1,14,20,24.9,90.79
2024,1,14,21,24.47,92.43
2024,1,14,22,24.04,94.07
2024,1,14,23,23.72,95.19
2024,1,15,0,23.42,96.13
2024,1,15,1,23.2,96.7
2024,1,15,2,22.89,97.36
2024,1,15,3,22.67,97.61
2024,1,15,4,22.41,97.92
2024,1,15,5,22.23,97.99
2024,1,15,6,23.42,94.31
2024,1,15,7,24.81,88.04
2024,1,15,8,26.5,78.96
2024,1,15,9,28.15,69.88
2024,1,15,10,29.39,64.11
2024,1,15,11,30.25,60.91
2024,1,15,12,30.71,59.74
2024,1,15,13,30.77,59.76
2024,1,15,14,30.51,60.58
2024,1,15,15,29.98,62.86
2024,1,15,16,29.14,67.67
2024,1,15,17,27.8,74.48
2024,1,15,18,26.15,86.37
2024,1,15,19,25.38,89.53
2024,1,15,20,24.82,91.85
2024,1,15,21,24.33,93.55
2024,1,15,22,23.92,94.64
2024,1,15,23,23.59,95.43
2024,1,16,0,23.36,95.99
2024,1,16,1,23.13,96.56
2024,1,16,2,22.92,96.95
2024,1,16,3,22.74,97.07
2024,1,16,4,22.51,97.63
2024,1,16,5,22.33,98.08
2024,1,16,6,23.57,93.85
2024,1,16,7,25.16,85.93
2024,1,16,8,27.01,75.73
2024,1,16,9,28.59,69.09
2024,1,16,10,29.81,65.48
2024,1,16,11,30.58,63.87
2024,1,16,12,30.81,63.2
2024,1,16,13,30.68,63.7
2024,1,16,14,30.4,64.44
2024,1,16,15,29.81,66.17
2024,1,16,16,28.83,71.06
2024,1,16,17,27.35,80.45
2024,1,16,18,25.63,89.32
2024,1,16,19,25.01,91.58
2024,1,16,20,24.52,93.32
2024,1,16,21,24.12,94.66
2024,1,16,22,23.77,95.43
2024,1,16,23,23.47,95.81
2024,1,17,0,23.24,96.07
2024,1,17,1,23.09,96.29
2024,1,17,2,22.95,96.71
2024,1,17,3,22.83,97.15
2024,1,17,4,22.71,97.72
2024,1,17,5,22.61,98.36
2024,1,17,6,24.25,93.07
2024,1,17,7,25.76,85.66
2024,1,17,8,27.2,76.86
2024,1,17,9,28.33,70.83
2024,1,17,10,29.08,68.46
2024,1,17,11,29.54,67.4
2024,1,17,12,29.61,67.02
2024,1,17,13,29.4,68.12
2024,1,17,14,28.74,71.38
2024,1,17,15,28.08,74.72
2024,1,17,16,27.25,78.86
2024,1,17,17,26.13,85.9
2024,1,17,18,24.89,91.95
2024,1,17,19,24.41,93.41
2024,1,17,20,23.98,94.73
2024,1,17,21,23.62,95.7
2024,1,17,22,23.33,96.34
2024,1,17,23,23.19,96.44
2024,1,18,0,23.09,96.33
2024,1,18,1,22.97,96.38
2024,1,18,2,22.84,96.45
2024,1,18,3,22.72,96.65
2024,1,18,4,22.63,96.92
2024,1,18,5,22.57,97.25
2024,1,18,6,23.42,95.02
2024,1,18,7,24.36,91.01
2024,1,18,8,25.47,85.17
2024,1,18,9,26.62,79.04
2024,1,18,10,27.58,74.35
2024,1,18,11,28.38,70.95
2024,1,18,12,28.84,69.14
2024,1,18,13,28.87,68.77
2024,1,18,14,28.73,69.36
2024,1,18,15,28.15,72.24
2024,1,18,16,27.26,77.22
2024,1,18,17,25.9,85.63
2024,1,18,18,24.51,92.35
2024,1,18,19,24.07,94.07
2024,1,18,20,23.82,95.13
2024,1,18,21,23.64,95.92
2024,1,18,22,23.51,96.34
2024,1,18,23,23.42,96.55
2024,1,19,0,23.48,96.36
2024,1,19,1,23.47,96.66
2024,1,19,2,23.51,97.08
2024,1,19,3,23.64,97.23
2024,1,19,4,23.79,97.3
2024,1,19,5,23.94,97
2024,1,19,6,24.22,96.47
2024,1,19,7,24.65,95.61
2024,1,19,8,25.16,93.26
2024,1,19,9,25.79,88.98
2024,1,19,10,26.44,83.97
2024,1,19,11,27.1,79.15
2024,1,19,12,27.21,77.67
2024,1,19,13,27.16,77.43
2024,1,19,14,27.02,76.89
2024,1,19,15,26.45,79.17
2024,1,19,16,25.59,83.34
2024,1,19,17,24.5,89.19
2024,1,19,18,23.61,93.21
2024,1,19,19,23.25,94.12
2024,1,19,20,22.95,95.44
2024,1,19,21,22.79,96.08
2024,1,19,22,22.73,96.28
2024,1,19,23,22.74,96.21
2024,1,20,0,22.72,96.25
2024,1,20,1,22.67,96.38
2024,1,20,2,22.64,96.43
2024,1,20,3,22.61,96.61
2024,1,20,4,22.58,96.83
2024,1,20,5,22.55,97.07
2024,1,20,6,23.49,94.51
2024,1,20,7,24.8,88.77
2024,1,20,8,26.5,79.53
2024,1,20,9,27.96,72.22
2024,1,20,10,29.03,67.26
2024,1,20,11,29.84,63.9
2024,1,20,12,30.28,62.41
2024,1,20,13,30.28,62.84
2024,1,20,14,29.9,64.46
2024,1,20,15,29.17,66.96
2024,1,20,16,28.06,71.43
2024,1,20,17,26.38,80.21
2024,1,20,18,24.69,89.14
2024,1,20,19,24.16,92.09
2024,1,20,20,23.91,93.53
2024,1,20,21,23.74,94.45
2024,1,20,22,23.62,94.86
2024,1,20,23,23.45,95.37
2024,1,21,0,23.29,95.8
2024,1,21,1,23.14,96.25
2024,1,21,2,23,96.73
2024,1,21,3,22.87,97.34
2024,1,21,4,22.81,97.67
2024,1,21,5,22.75,98.07
2024,1,21,6,24.06,93.22
2024,1,21,7,25.59,86.15
2024,1,21,8,27.05,79.43
2024,1,21,9,28.21,74.31
2024,1,21,10,28.86,71.52
2024,1,21,11,29.18,70.28
2024,1,21,12,29.35,69.77
2024,1,21,13,29.22,70.18
2024,1,21,14,28.79,71.84
2024,1,21,15,28.08,75.26
2024,1,21,16,27.03,81.03
2024,1,21,17,25.7,88.63
2024,1,21,18,24.61,93.5
2024,1,21,19,24.25,95.1
2024,1,21,20,24.07,95.87
2024,1,21,21,23.94,96.33
2024,1,21,22,23.85,96.44
2024,1,21,23,23.77,96.49
2024,1,22,0,23.73,96.45
2024,1,22,1,23.7,96.47
2024,1,22,2,23.67,96.46
2024,1,22,3,23.6,96.44
2024,1,22,4,23.48,96.5
2024,1,22,5,23.34,96.76
2024,1,22,6,24.02,95.01
2024,1,22,7,24.9,91.03
2024,1,22,8,26,84.44
2024,1,22,9,27.11,77.12
2024,1,22,10,27.94,72.31
2024,1,22,11,28.52,69.52
2024,1,22,12,28.84,68.39
2024,1,22,13,28.83,68.46
2024,1,22,14,28.51,69.64
2024,1,22,15,27.86,72.31
2024,1,22,16,26.95,77.63
2024,1,22,17,25.68,85.62
2024,1,22,18,24.47,91.34
2024,1,22,19,24.09,93.14
2024,1,22,20,23.83,94.42
2024,1,22,21,23.64,95.31
2024,1,22,22,23.44,96.19
2024,1,22,23,23.28,96.92
2024,1,23,0,23.16,97.35
2024,1,23,1,23.03,97.81
2024,1,23,2,22.89,98.2
2024,1,23,3,22.73,98.53
2024,1,23,4,22.6,98.63
2024,1,23,5,22.69,97.92
2024,1,23,6,23.98,94.53
2024,1,23,7,24.98,90.27
2024,1,23,8,26.22,83.03
2024,1,23,9,27.57,75.68
2024,1,23,10,28.63,70.92
2024,1,23,11,29.29,68.71
2024,1,23,12,29.52,67.64
2024,1,23,13,29.46,67.51
2024,1,23,14,29.07,68.52
2024,1,23,15,28.53,70.62
2024,1,23,16,27.68,75.45
2024,1,23,17,26.35,83.96
2024,1,23,18,24.73,91.12
2024,1,23,19,24.15,93.06
2024,1,23,20,23.72,94.57
2024,1,23,21,23.33,96.3
2024,1,23,22,23.04,97.58
2024,1,23,23,22.86,98.19
2024,1,24,0,22.78,98.28
2024,1,24,1,22.69,98.26
2024,1,24,2,22.53,98.6
2024,1,24,3,22.35,99.1
2024,1,24,4,22.23,99.36
2024,1,24,5,22.14,99.45
2024,1,24,6,23.73,94.44
2024,1,24,7,25.2,87.93
2024,1,24,8,26.72,79.38
2024,1,24,9,28.04,73.05
2024,1,24,10,28.88,69.81
2024,1,24,11,29.32,68.17
2024,1,24,12,29.36,67.82
2024,1,24,13,29.18,68.38
2024,1,24,14,28.79,69.67
2024,1,24,15,28.21,71.56
2024,1,24,16,27.42,75.49
2024,1,24,17,26.19,84.3
2024,1,24,18,24.62,91.75
2024,1,24,19,24.14,93.87
2024,1,24,20,23.81,95.45
2024,1,24,21,23.51,96.95
2024,1,24,22,23.37,97.56
2024,1,24,23,23.24,97.98
2024,1,25,0,23.11,98.34
2024,1,25,1,23,98.64
2024,1,25,2,22.91,98.93
2024,1,25,3,22.85,99.07
2024,1,25,4,22.76,99.42
2024,1,25,5,22.7,99.67
2024,1,25,6,24.06,95.91
2024,1,25,7,25.23,89.89
2024,1,25,8,26.53,82.25
2024,1,25,9,27.78,74.87
2024,1,25,10,28.69,70.57
2024,1,25,11,29.34,67.99
2024,1,25,12,29.71,66.73
2024,1,25,13,29.74,66.55
2024,1,25,14,29.65,66.58
2024,1,25,15,29.23,67.82
2024,1,25,16,28.35,72.64
2024,1,25,17,26.82,82.58
2024,1,25,18,25.23,89.61
2024,1,25,19,24.58,91.57
2024,1,25,20,24.11,93.24
2024,1,25,21,23.75,94.79
2024,1,25,22,23.58,95.71
2024,1,25,23,23.35,96.4
2024,1,26,0,23.11,96.95
2024,1,26,1,22.9,97.44
2024,1,26,2,22.77,97.76
2024,1,26,3,22.72,97.71
2024,1,26,4,22.66,97.82
2024,1,26,5,22.6,97.88
2024,1,26,6,23.73,94.64
2024,1,26,7,24.99,88.19
2024,1,26,8,26.22,81.29
2024,1,26,9,27.44,75.37
2024,1,26,10,28.3,71.5
2024,1,26,11,28.82,69.46
2024,1,26,12,29.23,68.15
2024,1,26,13,29.32,67.37
2024,1,26,14,29.06,68.16
2024,1,26,15,28.5,70.47
2024,1,26,16,27.45,76.73
2024,1,26,17,26.1,85.58
2024,1,26,18,24.87,93.58
2024,1,26,19,24.5,95.24
2024,1,26,20,24.23,96.05
2024,1,26,21,24.05,96.16
2024,1,26,22,23.87,96.33
2024,1,26,23,23.7,96.66
2024,1,27,0,23.55,97.05
2024,1,27,1,23.46,97.2
2024,1,27,2,23.43,97.07
2024,1,27,3,23.41,96.97
2024,1,27,4,23.44,96.81
2024,1,27,5,23.48,96.62
2024,1,27,6,24.29,95.69
2024,1,27,7,25.17,92
2024,1,27,8,26.04,87.59
2024,1,27,9,27.02,82.28
2024,1,27,10,27.81,77.31
2024,1,27,11,28.15,74.31
2024,1,27,12,27.82,74.89
2024,1,27,13,27.63,75.35
2024,1,27,14,27.69,74.92
2024,1,27,15,27.4,76.05
2024,1,27,16,26.7,79.9
2024,1,27,17,25.64,87.55
2024,1,27,18,24.31,94.63
2024,1,27,19,23.94,95.79
2024,1,27,20,23.69,96.71
2024,1,27,21,23.69,96.59
2024,1,27,22,23.83,95.44
2024,1,27,23,23.73,95.23
2024,1,28,0,23.65,95.18
2024,1,28,1,23.57,95.27
2024,1,28,2,23.45,95.72
2024,1,28,3,23.39,96.23
2024,1,28,4,23.22,97.2
2024,1,28,5,23.07,98.18
2024,1,28,6,24,96.82
2024,1,28,7,24.92,93.95
2024,1,28,8,25.61,89.13
2024,1,28,9,26.29,84.49
2024,1,28,10,26.93,79.96
2024,1,28,11,27.43,76.56
2024,1,28,12,27.83,74.37
2024,1,28,13,28.01,73.33
2024,1,28,14,27.92,73.58
2024,1,28,15,27.58,75.12
2024,1,28,16,26.95,78.68
2024,1,28,17,25.87,86.63
2024,1,28,18,24.7,93.95
2024,1,28,19,24.41,94.81
2024,1,28,20,24.3,94.6
2024,1,28,21,24.3,94.13
2024,1,28,22,24.4,93.32
2024,1,28,23,24.16,93.95
2024,1,29,0,23.86,94.76
2024,1,29,1,23.6,95.94
2024,1,29,2,23.35,96.43
2024,1,29,3,23.12,96.52
2024,1,29,4,22.98,96.57
2024,1,29,5,22.96,96.43
2024,1,29,6,23.7,95.79
2024,1,29,7,24.25,93.02
2024,1,29,8,24.84,89.59
2024,1,29,9,25.31,87.31
2024,1,29,10,25.87,85
2024,1,29,11,26.5,81.76
2024,1,29,12,27.19,78.65
2024,1,29,13,27.3,77.11
2024,1,29,14,26.97,77.55
2024,1,29,15,26.43,79.16
2024,1,29,16,25.77,82.64
2024,1,29,17,24.91,88.37
2024,1,29,18,23.96,92.05
2024,1,29,19,23.8,90.91
2024,1,29,20,23.67,90.24
2024,1,29,21,23.65,89.58
2024,1,29,22,23.57,89.53
2024,1,29,23,23.34,90.31
2024,1,30,0,22.99,92.22
2024,1,30,1,22.51,93.54
2024,1,30,2,22.18,94.69
2024,1,30,3,22.03,94.51
2024,1,30,4,21.98,93.78
2024,1,30,5,21.96,92.9
2024,1,30,6,23.12,90.21
2024,1,30,7,24.68,82.59
2024,1,30,8,26.71,75.21
2024,1,30,9,27.91,72.78
2024,1,30,10,28.73,71.08
2024,1,30,11,29,70.66
2024,1,30,12,28.78,71.8
2024,1,30,13,28.22,74.14
2024,1,30,14,27.1,79.51
2024,1,30,15,26.12,84.59
2024,1,30,16,25.44,88.52
2024,1,30,17,24.83,92.62
2024,1,30,18,24.26,95.71
2024,1,30,19,24.03,96.18
2024,1,30,20,23.87,95.85
2024,1,30,21,23.73,95.52
2024,1,30,22,23.52,95.89
2024,1,30,23,23.28,96.5
2024,1,31,0,23.07,96.81
2024,1,31,1,22.91,96.79
2024,1,31,2,22.8,96.49
2024,1,31,3,22.7,95.48
2024,1,31,4,22.54,94.41
2024,1,31,5,22.42,93.21
2024,1,31,6,23.52,89.78
2024,1,31,7,25.74,79.4
2024,1,31,8,26.95,75.03
2024,1,31,9,27.89,73.5
2024,1,31,10,28.43,73.22
2024,1,31,11,28.69,73.36
2024,1,31,12,28.78,73.55
2024,1,31,13,28.61,74.27
2024,1,31,14,28.14,76.54
2024,1,31,15,27.31,81.18
2024,1,31,16,26.54,85.97
2024,1,31,17,25.76,90.22
2024,1,31,18,24.96,94.38
2024,1,31,19,24.65,94.2
2024,1,31,20,24.4,94.21
2024,1,31,21,24.21,94.15
2024,1,31,22,24,94.41
2024,1,31,23,23.76,94.95
2024,2,1,0,23.59,95.17
2024,2,1,1,23.35,95.75
2024,2,1,2,23.11,96.4
2024,2,1,3,22.92,96.8
2024,2,1,4,22.73,97.24
2024,2,1,5,22.62,97.34
2024,2,1,6,23.47,95.96
2024,2,1,7,24.55,91.55
2024,2,1,8,25.71,85.84
2024,2,1,9,27.01,78.76
2024,2,1,10,28.08,73.95
2024,2,1,11,28.75,71.42
2024,2,1,12,29.08,70.17
2024,2,1,13,29.01,70.25
2024,2,1,14,28.4,73.5
2024,2,1,15,27.47,79.26
2024,2,1,16,26.48,85.84
2024,2,1,17,25.52,91.17
2024,2,1,18,24.82,95.6
2024,2,1,19,24.54,96.67
2024,2,1,20,24.36,97.07
2024,2,1,21,24.16,97.29
2024,2,1,22,23.94,97.5
2024,2,1,23,23.7,97.79
2024,2,2,0,23.54,97.89
2024,2,2,1,23.33,98.06
2024,2,2,2,23.18,97.95
2024,2,2,3,23.12,97.66
2024,2,2,4,23.08,97.33
2024,2,2,5,22.99,97.18
2024,2,2,6,23.75,95.36
2024,2,2,7,24.68,91.62
2024,2,2,8,25.83,85.39
2024,2,2,9,27.04,79.37
2024,2,2,10,27.99,75.24
2024,2,2,11,28.42,73.09
2024,2,2,12,28.49,72.3
2024,2,2,13,28.35,72.37
2024,2,2,14,28.11,73.06
2024,2,2,15,27.65,75.65
2024,2,2,16,27.05,79.39
2024,2,2,17,25.98,86.48
2024,2,2,18,24.79,92.2
2024,2,2,19,24.42,93.37
2024,2,2,20,24.15,94.23
2024,2,2,21,23.9,94.91
2024,2,2,22,23.68,95.55
2024,2,2,23,23.46,96.26
2024,2,3,0,23.28,96.88
2024,2,3,1,23.17,97.17
2024,2,3,2,23.05,97.42
2024,2,3,3,22.9,97.7
2024,2,3,4,22.71,98.09
2024,2,3,5,22.57,98.29
2024,2,3,6,23.8,95.44
2024,2,3,7,24.93,90.5
2024,2,3,8,26.27,81.55
2024,2,3,9,27.57,73.97
2024,2,3,10,28.47,70.2
2024,2,3,11,28.92,68.66
2024,2,3,12,28.97,68.35
2024,2,3,13,28.7,69.15
2024,2,3,14,28.22,70.6
2024,2,3,15,27.7,72.8
2024,2,3,16,26.81,78.45
2024,2,3,17,25.66,85.74
2024,2,3,18,24.43,92.43
2024,2,3,19,23.99,93.62
2024,2,3,20,23.61,94.47
2024,2,3,21,23.27,95.21
2024,2,3,22,22.99,95.85
2024,2,3,23,22.83,96.25
2024,2,4,0,22.67,96.97
2024,2,4,1,22.55,97.65
2024,2,4,2,22.53,97.93
2024,2,4,3,22.52,98.05
2024,2,4,4,22.46,98.16
2024,2,4,5,22.4,98.15
